DATE,Incubator,Start Date,End Date,Tank Name,Male,Female,Spawn Type,Time Found,Cleavage,Day of Cycle,Total # of tanks,Notes
08-09-2012,Orange (Old),08-06-2012,,O_NC1,,,eggs,NA,NA,4,,
08-09-2012,Orange (Old),08-06-2012,,O_NC3,,,eggs,NA,NA,4,,
08-09-2012,Orange (Old),08-06-2012,,O_NC4,,,eggs,NA,NA,4,,
08-20-2012,Orange (Old),08-06-2012,,O_TR11N_BR4N,,,larvae,NA,NA,15,,
08-20-2012,Orange (Old),08-06-2012,,O_TR14N_TL2N,,,larvae,NA,NA,15,,
09-17-2012,Orange (Old),08-06-2012,,O_TR11N_BR4N,,,larvae,NA,NA,16,,
10-09-2012,Orange (Old),08-06-2012,10-10-2012,O_BR10N_TR6N,,,eggs,NA,NA,8,,
10-09-2012,Orange (Old),08-06-2012,,O_TR14N_TL2N,,,larvae,NA,NA,8,,
10-10-2012,Orange (Old),08-06-2012,,O_BR12N_TR9N,,,eggs,NA,NA,9,,
10-11-2012,Orange (Old),08-06-2012,03-26-2013,O_BR12N_TR9N,,,eggs,NA,NA,10,,
10-11-2012,Orange (Old),08-06-2012,,O_BR4N_TR11N,,,larvae,NA,NA,10,,
11-08-2012,Orange (Old),08-06-2012,03-26-2013,O_BR12N_TR9N,,,eggs,NA,NA,8,,
11-08-2012,Orange (Old),08-06-2012,,O_NC2,,,eggs,NA,NA,8,,
11-08-2012,Orange (Old),08-06-2012,,O_NC3,,,eggs,NA,NA,8,,
11-08-2012,Orange (Old),08-06-2012,,O_NC4,,,eggs,NA,NA,8,,
11-10-2012,Orange (Old),08-06-2012,03-26-2013,O_BR12N_TR9N,,,eggs,NA,NA,10,,
11-10-2012,Orange (Old),08-06-2012,,O_NC1,,,eggs,NA,NA,10,,
11-22-2012,Orange (Old),11-21-2012,,O_CC7_NC_112112,CC7,NC,larvae,NA,NA,22,,
12-08-2012,Orange (Old),08-06-2012,,O_TR14N_TL2N,,,larvae,NA,NA,8,,
12-08-2012,Orange (Old),10-09-2012,,O_CC7_NC_100912,CC7,NC,eggs,NA,NA,8,,
12-08-2012,Orange (Old),11-13-2012,,O_CC7_NC_111312,CC7,NC,larvae,NA,NA,8,,
12-09-2012,Orange (Old),08-06-2012,,O_TL1,,,larvae,NA,NA,9,,
12-09-2012,Orange (Old),08-06-2012,,O_TR14N_TL2N,,,larvae,NA,NA,9,,
12-09-2012,Orange (Old),11-13-2012,,O_CC7_NC_111312,CC7,NC,larvae,NA,NA,9,,
12-09-2012,Orange (Old),11-14-2012,,O_CC7_NC_111412,CC7,NC,larvae,NA,NA,9,,
12-20-2012,Orange (Old),08-06-2012,,O_BR4N_TR11N,,,sperm,NA,NA,20,,
01-02-2013,Orange (Old),12-04-2012,,O_CC7_NC_120412,CC8,,larvae,NA,NA,3,,
01-08-2013,Orange (Old),12-04-2012,,O_CC7_F008_120412,CC9,,sperm,NA,NA,9,,
01-09-2013,Orange (Old),12-04-2012,,O_CC7_NC_120412,CC10,,larvae,NA,NA,10,,
01-10-2013,Orange (Old),11-13-2012,,O_CC7_NC_111312,CC11,,larvae,NA,NA,11,,
01-11-2013,Orange (Old),12-04-2012,,O_CC7_NC_120412,CC12,,larvae,NA,NA,12,,
02-02-2013,Orange (Old),12-04-2012,,O_CC7_NC_120412,CC13,,larvae,NA,NA,4,,
02-25-2013,Orange (Old),11-21-2012,,O_CC7_NC_112112,CC14,,larvae,NA,NA,27,,
02-25-2013,Orange (Old),12-04-2012,,O_CC7_NC_120412,CC15,,larvae,NA,NA,27,,
02-25-2013,Orange (Old),12-04-2012,,O_CC7_NC_120412,CC16,,larvae,NA,NA,27,,
02-27-2013,Orange (Old),08-06-2012,03-29-2013,O_NC10,,,eggs,NA,NA,29,,
03-08-2013,Orange (Old),08-06-2012,03-26-2013,O_BR12N_TR9N,,,eggs,NA,NA,8,,
03-28-2013,Orange (Old),08-06-2012,03-29-2013,O_NC10,,,eggs,NA,NA,29,,
04-08-2013,Orange (Old),02-27-2013,,O_CC7_PLF3_022713,CC7,PLF3,larvae,NA,NA,9,,
04-08-2013,Orange (Old),03-29-2013,,O_CC7_F008_032913,CC19,,larvae,NA,NA,9,,
04-09-2013,Orange (Old),11-21-2012,,O_CC7_NC_112112,CC17,,larvae,NA,NA,10,,
04-09-2013,Orange (Old),12-04-2012,,O_CC7_NC_120412,CC18,,larvae,NA,NA,27,,
04-25-2013,Orange (Old),04-24-2013,,O_CC7_PLF3_042413,CC7,PLF3,larvae,NA,NA,26,,
05-07-2013,Orange (Old),02-27-2013,,O_CC7_PLF3_022713,CC7,PLF3,larvae,NA,NA,8,,
05-07-2013,Orange (Old),03-29-2013,,O_CC7_NC_032913,CC20,,eggs,NA,NA,8,,
05-07-2013,Orange (Old),04-24-2013,,O_CC7_H2_042413,CC7,H2,eggs,NA,NA,8,,
05-08-2013,Orange (Old),02-27-2013,,O_CC7_PLF3_022713,CC7,PLF3,sperm,NA,NA,9,,
05-09-2013,Orange (Old),04-24-2013,,O_CC7_PLF3_042413,CC7,PLF3,larvae,NA,NA,10,,
05-15-2013,Orange (Old),08-06-2012,,O_NC9,,,sperm,NA,NA,18,,
05-16-2013,Orange (Old),08-06-2012,,O_NC9,,,sperm,NA,NA,17,,
05-21-2013,Orange (Old),04-24-2013,,O_CC7_H2_042413,CC7,H2,larvae,NA,NA,22,,
05-21-2013,Orange (Old),04-24-2013,,O_CC7_PLF3_042413,CC7,PLF3,larvae,NA,NA,22,,
05-22-2013,Orange (Old),04-24-2013,,O_CC7_PLF3_042413,CC7,PLF3,larvae,NA,NA,23,,
05-22-2013,Orange (Old),04-24-2013,,O_CC7_PLF5_042413,CC7,PLF5,larvae,NA,NA,23,,
05-23-2013,Orange (Old),08-06-2012,,O_NC8,,,larvae,NA,NA,24,,
07-01-2013,Orange (Old),08-06-2012,,O_NC8,,,eggs,NA,NA,3,,
07-01-2013,Orange (Old),04-24-2013,,O_CC7_H2_042413,CC7,H2,larvae,NA,NA,3,,
07-02-2013,Orange (Old),08-06-2012,,O_NC8,,,eggs,NA,NA,4,,
07-18-2013,Orange (Old),08-06-2012,,O_NC9,,,sperm,NA,NA,20,,
07-19-2013,Orange (Old),08-06-2012,,O_NC9,,,sperm,NA,NA,21,,
08-05-2013,Orange (Old),04-24-2013,,O_CC7_H2_042413,CC7,H2,eggs,NA,NA,8,,
08-06-2013,Orange (Old),08-06-2012,,O_H2A,,H2,eggs,NA,NA,9,,
08-27-2013,Orange (Old),,,O_CC7_NCA,CC7,,sperm,NA,NA,30,,
08-27-2013,Orange (Old),,,O_CC7_NCB,CC7,,sperm,NA,NA,30,,
09-17-2013,Orange (Old),,,O_CC7-A,CC7,,sperm,NA,NA,21,,
09-21-2013,Orange (Old),,,O_CC7_NCA,CC7,,sperm,NA,NA,25,,
10-15-2013,Orange (Old),,,O_CC7_H2B,CC7,H2,larvae,NA,NA,19,,
11-21-2013,Orange (Old),,,O_CC7,CC7,,sperm,NA,NA,26,,
02-01-2014,Orange (Old),,,O_CC7_NCB,CC7,NC,sperm,NA,NA,8,,
02-02-2014,Orange (Old),,,O_CC7_H2A,CC7,H2,larvae,NA,NA,9,,
02-20-2014,Orange (Old),,,O_CC7_H2A,CC7,H2,larvae,NA,NA,28,,
03-04-2014,Orange (Old),,,O_CC7_H2G,CC7,H2,larvae,NA,NA,9,,
05-02-2014,Orange (Old),,,O_KeyLargo,,,larvae,NA,NA,8,,
05-06-2014,Orange (Old),,,O_CC7_H2A,CC7,H2,larvae,NA,NA,12,,
05-06-2014,Orange (Old),,,O_CC7_H2E,CC7,H2,larvae,NA,NA,12,,
06-02-2014,Orange (Old),,,O_KeyLargo,,,larvae,NA,NA,8,,
07-02-2014,Orange (Old),,,O_CC7_H2D,CC7,H2,larvae,NA,NA,9,,
08-02-2014,Orange (Old),,,O_CC7_PLF5D,CC7,PLF5,larvae,NA,NA,10,,
09-02-2014,Orange (Old),,,O_CC7_PLF5D,CC7,PLF5,larvae,NA,NA,11,,
10-01-2014,Orange (Old),,,O_CC7_PLF5D,CC7,PLF5,larvae,NA,NA,10,,
10-28-2014,Orange (Old),,,O_CC7_H2C,CC7,H2,larvae,NA,NA,7,,
12-19-2014,Orange (Old),,,O_CC7_H2A,CC7,H2,larvae,NA,NA,29,,
05-13-2015,Red (New),,,Non-clonals D-1,unknown,unknown,larvae,NA,NA,26,,
09-15-2015,Red (New),08-16-2015,,CC7_PLF3_081615,CC7,PLF3,eggs,NA,NA,1,,
10-22-2015,Red (New),10-02-2015,,CC7_CC7_PLF3_100215,CC7,PLF3,eggs,NA,NA,1,,
11-20-2015,Red (New),10-02-2015,,CC7_PLF3_PLF3_100215,CC7,PLF3,embryos,NA,NA,22,,
11-23-2015,Red (New),10-02-2015,,CC7_CC7_PLF3_100215,CC7,PLF3,larvae,NA,NA,25,,
01-14-2016,Green (Newest),08-11-2015,05-07-2016,G_CC7_H2A_111615,CC7,H2,eggs,NA,NA,16,5,
01-14-2016,Green (Newest),08-11-2015,05-07-2016,G_CC7_PLF3_110415,CC7,PLF3,eggs,NA,NA,16,5,
01-14-2016,Orange (Old),12-02-2015,08-14-2016,O_CC7_H2_120215,CC7,H2,eggs,NA,NA,30,16,eggs were disintegrated when found
01-14-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,30,16,
01-15-2016,Blue (Cabinet),08-21-2015,02-17-2016,B_CC7_PLF3_082115,CC7,PLF3,larvae,NA,NA,3,14,
01-15-2016,Orange (Old),12-02-2015,08-14-2016,O_CC7_H2_120215,CC7,H2,larvae,NA,NA,1,16,
01-15-2016,Green (Newest),10-26-2015,05-07-2016,G_CC7_PLF3_110415,CC7,PLF3,eggs,NA,NA,17,5,
01-16-2016,Blue (Cabinet),01-08-2016,04-30-2016,B_CC7_PLF5_010816,CC7,PLF5,larvae,NA,NA,4,14,
01-20-2016,Green (Newest),10-26-2015,05-07-2016,G_CC7_H2A_111615,CC7,H2,embryos,NA,NA,22,5,
01-20-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,9,11,eggs were disintegrated when found 
01-21-2016,Green (Newest),11-04-2015,05-07-2016,G_CC7_H2A_081115,CC7,H2,eggs,NA,NA,23,5,
01-21-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,10,11,
01-21-2016,Green (Newest),11-04-2015,03-09-2016,G_CC7_PLF8_111615,CC7,PLF8,embryos,NA,NA,23,5,
01-22-2016,Orange (Old),08-14-2015,05-07-2016,O_CC7_H2A_082815,CC7,H2,eggs,NA,NA,8,16,eggs were disintegrated when found
01-22-2016,Orange (Old),08-28-2015,05-07-2016,O_CC7_PLF8B_082115,CC7,PLF8,larvae,NA,NA,8,16,
01-22-2016,Orange (Old),08-28-2015,05-07-2016,O_NC10X3_081415,unknown ,unknown ,embryos,NA,NA,8,16,
01-22-2016,Orange (Old),10-14-2015,05-14-2016,O_CC7_PLF8A_082815,CC7,PLF8,larvae,NA,NA,8,16,
01-22-2016,Orange (Old),10-26-2015,07-06-2016,O_CC7_H2B_101415,CC7,H2,larvae,NA,NA,8,16,"~1,000s larvae"
01-22-2016,Orange (Old),12-07-2015,07-07-2016,O_CC7_PLF3B_102615,CC7,PLF3,embryos,NA,NA,8,16,
01-22-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_FP_120715,unknown ,unknown ,sperm,NA,NA,8,16,
01-22-2016,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown ,unknown ,sperm,NA,NA,8,16,
01-27-2016,Red (New),08-11-2015,05-02-2016,R_CC7_PLF5A_081115,CC7,PLF5,sperm,NA,NA,16,11,
01-28-2016,Red (New),08-11-2015,05-23-2016,R_CC7_H2B_081115,CC7,H2,sperm,NA,NA,17,11,
01-28-2016,Red (New),08-11-2015,05-02-2016,R_CC7_PLF5A_081115,CC7,PLF5,sperm,NA,NA,17,11,
01-28-2016,Orange (Old),08-21-2015,04-24-2016,O_CC7_H2C_082115,CC7,H2,eggs,NA,NA,14,16,eggs were disintegrated when found
01-28-2016,Orange (Old),08-21-2015,05-14-2016,O_CC7_H2D_082115,CC7,H2,eggs,NA,NA,14,16,eggs were disintegrated when found
01-28-2016,Red (New),10-26-2015,03-02-2016,R_CC7_PLF3_102615,CC7,PLF3,sperm,NA,NA,17,11,
01-29-2016,Orange (Old),08-21-2015,04-24-2016,O_CC7_H2C_082115,CC7,H2,larvae,NA,NA,15,16,
01-29-2016,Orange (Old),08-21-2015,05-14-2016,O_CC7_H2D_082115,CC7,H2,larvae,NA,NA,15,16,
01-29-2016,Orange (Old),08-21-2015,09-30-2016,O_CC7_PLF3_011415,CC7,PLF3,sperm,NA,NA,15,16,
01-29-2016,Blue (Cabinet),08-28-2015,02-17-2016,B_CC7_H2C_082815,CC7,H2,larvae,NA,NA,17,17,"~1,000s larvae"
01-29-2016,Blue (Cabinet),01-08-2016,02-17-2016,B_CC7_H2B_010816,CC7,H2,larvae,NA,NA,17,17,"~1,000s larvae"
01-29-2016,Blue (Cabinet),01-08-2016,04-30-2016,B_CC7_H2D_010816,CC7,H2,larvae,NA,NA,17,17,"~1,000s larvae"
01-29-2016,Blue (Cabinet),01-08-2016,04-30-2016,B_CC7_PLF8A_010816,CC7,PLF8,larvae,NA,NA,17,17,"~1,000s larvae"
01-30-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,eggs,NA,NA,16,16,eggs were disintegrated when found
01-30-2016,Blue (Cabinet),10-14-2015,02-17-2016,B_CC7_H2A_101415,CC7,H2,larvae,NA,NA,18,17,"~1,000s larvae"
01-31-2016,Blue (Cabinet),10-14-2015,02-17-2016,B_CC7_H2A_101415,CC7,H2,sperm,NA,NA,18,17,
02-01-2016,Red (New),08-11-2015,05-23-2016,R_CC7_H2B_081115,CC7,H2,eggs,NA,NA,21,11,
02-03-2016,Blue (Cabinet),01-14-2015,04-30-2016,B_CC72_PLF52_011415,CC7,PLF5,sperm,NA,NA,22,17,
02-03-2016,Blue (Cabinet),08-21-2015,02-17-2016,B_CC7_PLF3_082115,CC7,PLF3,sperm,NA,NA,22,17,
02-03-2016,Orange (Old),12-02-2015,09-30-2016,O_CC7_PLF8_120215,CC7,PLF8,larvae,NA,NA,20,17,"~700 larvae (abnormal d1, normal d2)"
02-04-2016,Blue (Cabinet),01-14-2015,04-30-2016,B_CC72_PLF52_011415,CC7,PLF5,sperm,NA,NA,23,17,
02-04-2016,Blue (Cabinet),08-21-2015,02-17-2016,B_CC7_PLF3_082115,CC7,PLF3,sperm,NA,NA,23,17,
02-09-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,larvae,NA,NA,26,17,"~1,000 larvae"
02-12-2016,Blue (Cabinet),01-08-2016,03-30-2016,B_CC7_H2C_010816,CC7,H2,eggs,NA,NA,1,17,
02-12-2016,Blue (Cabinet),01-08-2016,04-30-2016,B_CC7_PLF5_010816,CC7,PLF5,eggs,NA,NA,1,17,
02-12-2016,Blue (Cabinet),01-22-2016,04-30-2016,B_CC7_H2_012216,CC7,H2,eggs,NA,NA,1,17,
02-17-2016,Red (New),01-14-2015,05-23-2016,R_CC75_PLF51_011415,CC7,PLF5,eggs,NA,NA,7,13,
02-17-2016,Red (New),01-14-2015,05-23-2016,R_CC75_PLF51_011415,CC7,PLF5,embryos,NA,NA,7,13,
02-17-2016,Red (New),06-29-2015,04-17-2016,R_CC7_H2_062915,CC7,H2,eggs,NA,NA,7,13,eggs were disintegrated when found 
02-20-2016,Green (Newest),11-04-2015,05-07-2016,G_CC7_H2A_111615,CC7,H2,larvae,NA,NA,23,6,"~2,500 larvae "
02-20-2016,Blue (Cabinet),08-28-2015,04-24-2016,B_CC7_PLF5C_082815,CC7,PLF5,larvae,NA,NA,9,17,"~1,500 larvae"
02-21-2016,Orange (Old),08-14-2015,05-07-2016,O_NC10X3_081415,unknown ,unknown ,eggs,NA,NA,8,17,
02-21-2016,Orange (Old),08-28-2015,05-07-2016,O_CC7_H2A_082815,CC7,H2,larvae,NA,NA,8,17,
02-21-2016,Orange (Old),08-28-2015,05-14-2016,O_CC7_PLF5B_082815,CC7,PLF5,sperm,NA,NA,8,17,
02-21-2016,Orange (Old),10-14-2015,07-06-2016,O_CC7_H2B_101415,CC7,H2,larvae,NA,NA,8,17,"~4,000 larvae"
02-21-2016,Orange (Old),10-26-2015,07-07-2016,O_CC7_PLF3B_102615,CC7,PLF3,larvae,NA,NA,8,17,
02-21-2016,Orange (Old),12-02-2015,08-14-2016,O_CC7_H2_120215,CC7,H2,larvae,NA,NA,8,17,
02-21-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_FP_120715,unknown ,unknown ,sperm,NA,NA,8,17,
02-21-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown ,unknown ,sperm,NA,NA,8,17,
02-21-2016,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown ,unknown ,sperm,NA,NA,8,17,
02-21-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,larvae,NA,NA,8,17,
02-21-2016,Orange (Old),02-02-2016,05-03-2016,O_CC7_PLF8_PLF8_020216,CC7,PLF8,larvae,NA,NA,8,17,"~5,000 larvae"
02-22-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_FP_120715,unknown ,unknown ,sperm,NA,NA,9,17,
02-22-2016,Yellow (Ron),02-08-2016,04-16-2016,Y_CC7_PLF8_020816,CC7,PLF8,eggs,NA,NA,14,6,
02-22-2016,Green (Newest),11-16-2015,05-07-2016,G_CC7_PLF5_102615,CC7,PLF5,larvae,NA,NA,25,6,very few larvae 
02-23-2016,Blue (Cabinet),08-28-2015,04-24-2016,B_CC7_PLF5C_082815,CC7,PLF5,larvae,NA,NA,1,15,"~3,000 larvae "
02-23-2016,Green (Newest),11-16-2015,05-07-2016,G_CC7_PLF5_102615,CC7,PLF5,larvae,NA,NA,26,6,
02-24-2016,White (Nematostella),10-02-2015,03-29-2016,W_CC7_CC7_PLF3_100215,CC7,PLF3,sperm,NA,NA,9,5,
02-29-2016,Orange (Old),01-14-2015,09-30-2016,O_CC7_PLF3_011415,CC7,PLF3,sperm,NA,NA,16,17,
02-29-2016,Red (New),01-14-2015,05-23-2016,R_CC75_PLF51_011415,CC7,PLF5,embryos,NA,NA,19,13,
02-29-2016,Red (New),08-11-2015,05-23-2016,R_CC7_H2_B_081115,CC7,H2,sperm,NA,NA,19,13,
02-29-2016,Red (New),08-11-2015,05-02-2016,R_CC7_PLF5A_081115,CC7,PLF5,sperm,NA,NA,19,13,
02-29-2016,Orange (Old),08-21-2015,04-24-2016,O_CC7_H2C_082115,CC7,H2,larvae,NA,NA,16,17,
02-29-2016,Orange (Old),08-21-2015,05-14-2016,O_CC7_H2D_082115,CC7,H2,larvae,NA,NA,16,17,
02-29-2016,Orange (Old),08-21-2015,05-07-2016,O_CC7_PLF8B_082115,CC7,PLF8,larvae,NA,NA,16,17,
02-29-2016,Orange (Old),08-28-2015,05-14-2016,O_CC7_PLF5B_082815,CC7,PLF5,sperm,NA,NA,16,17,
02-29-2016,Red (New),08-28-2015,05-23-2016,R_CC7_PLF5A_082815,CC7,PLF5,sperm,NA,NA,19,13,
02-29-2016,Blue (Cabinet),10-14-2015,02-17-2016,B_CC7_H2A_101415,CC7,H2,larvae,NA,NA,7,15,
02-29-2016,Red (New),10-26-2015,03-02-2016,R_CC7_PLF3_102615,CC7,PLF3,sperm,NA,NA,19,13,
02-29-2016,Yellow (Ron),11-04-2015,04-16-2016,Y_CC7_H2_110415,CC7,H2,embryos,NA,NA,21,6,
02-29-2016,Yellow (Ron),11-04-2015,04-16-2016,Y_CC7_PLF5_110415,CC7,PLF5,embryos,NA,NA,21,6,
02-29-2016,Blue (Cabinet),01-08-2016,02-17-2016,B_CC7_H2B_010816,CC7,H2,embryos,NA,NA,7,15,
02-29-2016,Blue (Cabinet),01-08-2016,03-30-2016,B_CC7_H2C_010816,CC7,H2,larvae,NA,NA,7,15,
02-29-2016,Blue (Cabinet),01-08-2016,04-24-2016,B_CC7_PLF3B_010816,CC7,PLF3,sperm,NA,NA,7,15,
02-29-2016,Blue (Cabinet),01-08-2016,04-30-2016,B_CC7_PLF8A_010816,CC7,PLF8,eggs,NA,NA,7,15,
02-29-2016,Yellow (Ron),02-08-2016,03-13-2016,Y_CC7_PLF3_020816,CC7,PLF3,embryos,NA,NA,21,6,
02-29-2016,Yellow (Ron),02-08-2016,03-29-2016,Y_CC7_PLF5_020816,CC7,PLF5,embryos,NA,NA,21,6,
03-01-2016,Blue (Cabinet),01-14-2015,04-30-2016,B_CC72_PLF52_011415,CC7,PLF5,sperm,NA,NA,8,15,
03-01-2016,Orange (Old),01-14-2015,09-30-2016,O_CC7_PLF3_011415,CC7,PLF3,sperm,NA,NA,17,17,
03-01-2016,Red (New),01-14-2015,05-23-2016,R_CC75_PLF51_011415,CC7,PLF5,embryos,NA,NA,20,13,
03-01-2016,Orange (Old),08-21-2015,05-14-2016,O_CC7_H2D_082115,CC7,H2,sperm,NA,NA,17,17,
03-01-2016,Blue (Cabinet),10-14-2015,02-17-2016,B_CC7_H2A_101415,CC7,H2,sperm,NA,NA,8,15,
03-01-2016,Orange (Old),12-02-2015,09-30-2016,O_CC7_PLF8_120215,CC7,PLF8,sperm,NA,NA,17,17,
03-01-2016,Blue (Cabinet),01-08-2016,04-24-2016,B_CC7_H2A_010816,CC7,H2,larvae,NA,NA,8,15,
03-01-2016,Blue (Cabinet),01-08-2016,03-30-2016,B_CC7_H2C_010816,CC7,H2,sperm,NA,NA,8,15,
03-01-2016,Blue (Cabinet),01-08-2016,04-24-2016,B_CC7_PLF3B_010816,CC7,PLF3,larvae,NA,NA,8,15,
03-02-2016,Orange (Old),12-02-2015,03-14-2017,O_CC7_PLF5_120215,CC7,PLF5,sperm,NA,NA,18,17,
03-03-2016,White (Nematostella),09-30-2015,04-23-2016,W_CC7_PLF5_093015,CC7,PLF5,larvae,NA,NA,17,5,
03-07-2016,Blue (Cabinet),01-08-2016,03-29-2016,B_CC7_PLF3A_010816,CC7,PLF3,larvae,NA,NA,14,15,~300 larvae
03-08-2016,White (Nematostella),10-01-2015,03-29-2016,W_CC7_PLF3_093015,CC7,PLF3,sperm,NA,NA,22,5,
03-08-2016,Orange (Old),12-02-2015,03-14-2017,O_CC7_PLF5_120215,CC7,PLF5,larvae,NA,NA,24,17,~100 larvae
03-08-2016,Blue (Cabinet),01-08-2016,03-29-2016,B_CC7_PLF3A_010816,CC7,PLF3,larvae,NA,NA,15,15,~250 larvae
03-08-2016,Orange (Old),05-14-2016,03-10-2017,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,sperm,9:25,NA,15,13,
03-08-2016,Orange (Old),11-07-2016,03-10-2017,O_CC7_PLF3_110716,CC7,PLF3,eggs,9:25,NA,15,13,combined with spermfrom CC7+PLF8+PLF3 tank; eggs did not fertilize 
03-09-2016,White (Nematostella),10-01-2015,03-29-2016,W_CC7_PLF3_093015,CC7,PLF3,sperm,NA,NA,23,5,
03-09-2016,Blue (Cabinet),01-08-2016,03-29-2016,B_CC7_PLF3A_010816,CC7,PLF3,sperm,NA,NA,16,15,
03-09-2016,Orange (Old),02-02-2016,05-03-2016,O_CC7_PLF8_PLF8_020216,CC7,PLF8,sperm,NA,NA,25,17,
03-12-2016,Orange (Old),10-14-2015,07-06-2016,O_CC7_H2B_101415,CC7,H2,sperm,NA,NA,28,17,
03-12-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,28,17,
03-17-2016,Green (Newest),11-16-2015,05-07-2016,G_CC7_H2A_111615,CC7,H2,sperm,NA,NA,17,8,
03-17-2016,Green (Newest),11-16-2015,unknown ,G_CC7_PLF5_022416,CC7,PLF5,sperm,NA,NA,17,8,
03-17-2016,Green (Newest),11-16-2015,NA,G_CC7_PLF3_022416,CC7,PLF3,embryos,NA,NA,17,8,
03-21-2016,Red (New),01-14-2015,05-23-2016,R_CC75_PLF51_011415,CC7,PLF5,sperm,NA,NA,10,12,
03-22-2016,Orange (Old),08-28-2015,05-07-2016,O_CC7_H2A_082815,CC7,H2,larvae,NA,NA,8,17,"~4,000 larvae"
03-22-2016,Orange (Old),02-02-2016,05-03-2016,O_CC7_PLF8_PLF8_020216,CC7,PLF8,eggs,NA,NA,8,17,eggs were disintegrated when found
03-23-2016,Red (New),08-11-2015,05-23-2016,R_CC7_H2B_081115,CC7,H2,sperm,NA,NA,12,11,
03-23-2016,Red (New),08-11-2015,05-02-2016,R_CC7_PLF5A_081115,CC7,PLF5,sperm,NA,NA,12,11,
03-23-2016,Yellow (Ron),09-30-2015,04-16-2016,Y_CC7_PLF8_093015,CC7,PLF8,sperm,NA,NA,16,5,
03-23-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,sperm,NA,NA,12,11,
03-28-2016,Green (Newest),11-16-2015,05-07-2016,G_CC7_H2A_111615,CC7,H2,eggs,NA,NA,28,8,
03-28-2016,Blue (Cabinet),01-08-2016,04-24-2016,B_CC7_H2A_010816,CC7,H2,eggs,NA,NA,7,14,eggs were disintegrated when found 
03-28-2016,Blue (Cabinet),01-08-2016,03-29-2016,B_CC7_H2C_010816,CC7,H2,larvae,NA,NA,7,14,
03-28-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,NA,NA,17,11,
03-29-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,eggs,NA,NA,15,17,eggs were disintegrated when found
03-29-2016,Orange (Old),01-14-2015,09-30-2016,O_CC7_PLF3_011415,CC7,PLF3,sperm,NA,NA,15,17,
03-29-2016,Orange (Old),08-14-2015,05-07-2016,O_NC10X3_081415,unknown ,unknown ,eggs,NA,NA,15,17,eggs were disintegrated when found
04-04-2016,Red (New),08-21-2015,05-23-2016,R_CC7_PLF8A_082115,CC7,PLF8,eggs,NA,NA,24,11,
04-04-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,24,11,
04-04-2016,Yellow (Ron),02-08-2016,04-16-2016,Y_CC7_PLF8_020816,CC7,PLF8,eggs,NA,NA,28,6,
04-05-2016,Green (Newest),11-16-2015,09-19-2016,G_CC7_PLF5_022416,CC7,PLF5,sperm,NA,NA,8,8,
04-05-2016,Red (New),08-21-2015,05-23-2016,R_CC7_PLF8A_082115,CC7,PLF8,larvae,NA,NA,25,11,"~2,000 larvae "
04-06-2016,Red (New),01-14-2015,05-23-2016,R_CC75_PLF51_011415,CC7,PLF5,sperm,NA,NA,26,11,
04-12-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,eggs,NA,NA,29,25,eggs were disintegrated when found
04-12-2016,Orange (Old),10-14-2015,07-06-2016,O_CC7_H2B_101415,CC7,H2,sperm,NA,NA,29,25,
04-12-2016,White (Nematostella),03-30-2016,NA,W_Orphansx3_033016,unknown,unknown,sperm,NA,NA,1,5,moved tank to Old Incubator on 08/12/16
04-13-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,eggs,NA,NA,30,25,eggs were disintegrated when found
04-13-2016,Blue (Cabinet),01-14-2015,04-30-2016,B_CC72_PLF52_011415,CC7,PLF5,eggs,NA,NA,23,13,eggs were disintegrated when found 
