DATE,Incubator,Start Date,End Date,Tank Name,Male,Female,Spawn Type,Time Found,Cleavage,Day of Cycle,Total # of tanks,Notes
05-03-2018,Orange (Old),04-11-2018,12-17-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:34,NA,17,10,
05-04-2018,Orange (Old),04-11-2018,12-17-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:05,NA,18,10,
05-09-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:04,NA,16,10,
05-09-2018,Green (Newest),02-21-2018,05-14-2018,G_PLF3x4_022118,NA,PLF3,eggs,9:04,,16,10,
05-09-2018,Green (Newest),02-02-2018,05-14-2018,G_PLF5x3_020218,NA,PLF5,eggs,9:04,,16,10,
05-09-2018,Green (Newest),03-22-2018,07-10-2018,G_PLF3x3_032218,NA,PLF3,eggs,9:45,,16,10,
05-10-2018,Green (Newest),03-22-2018,07-10-2018,G_PLF3x3_032218,NA,PLF3,eggs,9:07,,17,10,
05-10-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:07,NA,17,10,
05-10-2018,Green (Newest),02-21-2018,05-14-2018,G_PLF3x4_022118,NA,PLF3,eggs,9:07,,17,10,
05-10-2018,Green (Newest),02-21-2018,05-14-2018,G_PLF5x4_022118,NA,PLF5,eggs,9:07,,17,10,
05-10-2018,Green (Newest),02-02-2018,05-14-2018,G_CC7_CC7_020218,CC7,NA,sperm,9:07,NA,17,10,
05-11-2018,Green (Newest),02-02-2018,05-14-2018,G_CC7x2_020218,CC7,NA,sperm,9:03,NA,18,10,
05-11-2018,Green (Newest),02-02-2018,05-14-2018,G_PLF5x3_020218,NA,PLF5,eggs,9:03,,18,10,
05-11-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3_PLF3_PLF3_PLF3_031218,NA,PLF3,eggs,9:58,,25,10,
05-15-2018,Yellow (Ron),03-20-2018,10-03-2018,Y_CC7x2_032018,CC7,NA,sperm,9:30,NA,15,5,
05-16-2018,Yellow (Ron),03-20-2018,10-03-2018,Y_CC7x2_032018,CC7,NA,sperm,9:30,NA,16,5,
05-17-2018,Yellow (Ron),03-20-2018,10-03-2018,Y_CC7x2_032018,CC7,NA,sperm,10:00,NA,17,5,
05-23-2018,Red (New),02-18-2018,NA,R_PLF5_PLF5_PLF5_020718,NA,PLF5,eggs,9:30,,16,13,
05-23-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:30,NA,16,13,
05-23-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:30,NA,16,13,
05-23-2018,Red (New),02-07-2018,05-30-2018,R_CC7_CC7_020718,CC7,NA,sperm,9:30,NA,16,13,
05-24-2018,Red (New),02-18-2018,NA,R_PLF5_PLF5_PLF5_020718,NA,PLF5,eggs,10:00,,17,12,
05-24-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:30,NA,17,12,
05-24-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:30,NA,17,12,
05-24-2018,Red (New),02-07-2018,05-30-2018,R_CC7_CC7_020718,CC7,NA,sperm,9:30,NA,17,12,
05-24-2018,Red (New),03-05-2018,08-22-2018,R_CC7_CC7_CC7_030518,CC7,NA,sperm,9:30,NA,17,12,
05-24-2018,Red (New),03-05-2018,07-27-2018,R_CC7x3_030518,CC7,NA,sperm,9:30,NA,17,12,
05-29-2018,Red (New),02-08-2018,05-30-2018,R_PLF5_PLF5_020818,NA,PLF5,eggs,9:35,,22,12,
05-29-2018,Red (New),03-05-2018,08-22-2018,R_CC7_CC7_CC7_030518,CC7,NA,sperm,9:00,NA,22,12,
05-29-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3x3_031218,NA,PLF3,eggs,9:35,,15,11,
05-30-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3x3_031218,NA,PLF3,eggs,9:42,NA,16,11,NO SPERM
05-30-2018,Red (New),04-06-2018,07-27-2018,R_PLF5_PLF5_040618,NA,PLF5,eggs,9:42,NA,23,8,NO SPERM
05-31-2018,Red (New),04-06-2018,07-27-2018,R_PLF5_PLF5_040618,NA,PLF5,eggs,9:45,NA,24,8,"NO VISIBLE SPERM, BUT ADDED WATER FROM CC7 TANKS TO EGGS"
05-31-2018,Red (New),04-06-2018,06-27-2018,R_PLF5x4_030518,NA,PLF5,eggs,9:45,NA,24,8,"NO VISIBLE SPERM, BUT ADDED WATER FROM CC7 TANKS TO EGGS"
05-31-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3x3_031218,NA,PLF3,eggs,9:45,NA,17,11,"NO VISIBLE SPERM, BUT ADDED WATER FROM CC7 TANKS TO EGGS"
06-06-2018,Orange (Old),03-12-2018,10-24-2018,O_CC7_CC7_031218,CC7,NA,sperm,9:00,NA,23,11,
06-06-2018,Orange (Old),04-11-2018,11-20-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:00,NA,23,11,
06-07-2018,Green (Newest),04-18-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:00,NA,17,8,
06-07-2018,Orange (Old),04-11-2018,11-20-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:00,NA,24,11,
06-07-2018,Orange (Old),03-12-2018,10-24-2018,O_CC7_CC7_031218,CC7,NA,sperm,9:00,NA,24,11,
06-08-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:00,NA,18,8,
06-08-2018,Green (Newest),05-16-2018,09-06-2018,G_CC7_CC7_ORPHAN_051618,CC7,NA,sperm,9:00,NA,18,8,
06-08-2018,Orange (Old),05-09-2018,NA,O_CC7x4_050918,CC7,NA,sperm,9:00,NA,25,11,
06-08-2018,Orange (Old),04-11-2018,11-20-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:00,NA,25,11,
06-08-2018,Green (Newest),04-19-2018,10-03-2018,G_PLF5_PLF5_PLF5_041918,NA,PLF5,eggs,9:30,NA,18,8,
06-08-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3_PLF3_PLF3_PLF3_031218,NA,PLF3,eggs,9:40,NA,25,11,
06-08-2018,Yellow (Ron),03-20-2018,10-03-2018,Y_CC7x2_032018,CC7,NA,sperm,9:30,NA,11,6,
06-11-2018,Yellow (Ron),04-26-2018,11-19-2018,Y_CC7_CC7_CC7_042618,CC7,NA,sperm,9:00,NA,14,6,
06-19-2018,Red (New),04-30-2018,08-22-2018,R_CC7_CC7_043018,CC7,NA,sperm,9:08,NA,15,11,
06-19-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:08,NA,15,11,
06-19-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:08,NA,15,11,
06-19-2018,Red (New),03-05-2018,07-27-2018,R_CC7x3_030518,CC7,NA,sperm,9:08,NA,15,11,
06-19-2018,Red (New),03-05-2018,08-22-2018,R_CC7_CC7_CC7_030518,CC7,NA,sperm,9:08,NA,15,11,
06-19-2018,Red (New),05-30-2018,10-17-2018,R_PLF3x4_053018,NA,PLF3,eggs,9:08,10:45,15,11,
06-19-2018,Red (New),04-30-2018,08-22-2018,R_PLF5_PLF5_043018,NA,PLF5,eggs,9:45,,15,11,
06-19-2018,Red (New),04-30-2018,08-22-2018,R_PLF5_PLF5_PLF5_043018,NA,PLF5,eggs,9:45,,15,11,
06-20-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:04,NA,16,11,
06-20-2018,Red (New),03-05-2018,07-27-2018,R_CC7x3_030518,CC7,NA,sperm,9:04,NA,16,11,
06-20-2018,Red (New),03-05-2018,08-22-2018,R_CC7_CC7_CC7_030518,CC7,NA,sperm,9:04,NA,16,11,
06-20-2018,Red (New),04-30-2018,NA,R_CC7_CC7_CC7_043018,CC7,NA,sperm,9:04,NA,16,11,
06-20-2018,Red (New),04-30-2018,08-22-2018,R_PLF5_PLF5_043018,NA,PLF5,eggs,9:45,,16,11,
06-20-2018,Red (New),04-30-2018,08-22-2018,R_PLF5_PLF5_PLF5_043018,NA,PLF5,eggs,9:45,,16,11,
06-21-2018,Red (New),04-30-2018,08-22-2018,R_CC7_CC7_043018,CC7,NA,sperm,9:03,NA,17,11,
06-21-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:03,NA,17,11,
06-21-2018,Red (New),03-05-2018,08-22-2018,R_CC7_CC7_CC7_030518,CC7,NA,sperm,9:03,NA,17,11,
06-21-2018,Red (New),05-30-2018,10-17-2018,R_PLF3x4_053018,NA,PLF3,eggs,9:35,,17,11,
06-21-2018,Red (New),04-06-2018,07-27-2018,R_CC7_CC7_CC7_040618,CC7,NA,sperm,9:03,NA,17,11,
06-25-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3x4_031218,NA,PLF3,eggs,9:35,NA,14,11,
06-25-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3_PLF3_PLF3_PLF3_031218,NA,PLF3,eggs,9:35,NA,14,11,
06-26-2018,Orange (Old),03-12-2018,06-29-2018,O_PLF3_PLF3_PLF3_PLF3_031218,NA,PLF3,eggs,9:30,NA,15,11,
07-03-2018,Orange (Old),05-09-2018,09-26-2018,O_PLF5x4_050918,NA,PLF5,eggs,9:30,NA,22,12,
07-05-2018,Orange (Old),05-09-2018,09-26-2018,O_PLF5x4_050918,NA,PLF5,eggs,9:42,NA,24,9,
07-11-2018,Yellow (Ron),05-23-2018,11-19-2018,Y_H2_H2_052318,NA,H2,eggs,9:00,NA,16,6,
07-12-2018,Yellow (Ron),05-23-2018,11-19-2018,Y_H2_H2_052318,NA,H2,eggs,10:00,11:05,17,6,
07-12-2018,Yellow (Ron),05-23-2018,10-17-2018,Y_PLF8x3_052318,NA,PLF8,eggs,10:00,11:05,17,6,
07-12-2018,Yellow (Ron),04-26-2018,11-19-2018,Y_CC7_CC7_CC7_042618,CC7,NA,sperm,10:00,NA,17,6,
07-13-2018,Yellow (Ron),04-26-2018,11-19-2018,Y_CC7_CC7_CC7_042618,CC7,NA,sperm,10:00,NA,18,6,
07-25-2018,Red (New),04-06-2018,07-27-2018,R_PLF5_PLF5_040618,NA,PLF5,eggs,10:00,,23,11,
07-25-2018,Red (New),03-12-2018,10-24-2018,O_CC7_CC7_031218,CC7,NA,sperm,9:00,NA,16,9,
08-02-2018,Green (Newest),07-10-2018,11-26-2018,G_PLF3x4_071018,NA,PLF3,eggs,9:00,10:30,17,9,
08-02-2018,Orange (Old),02-18-2018,10-03-2018,O_CC7_CC7_020718,CC7,NA,sperm,9:00,NA,24,13,
08-03-2018,Orange (Old),02-18-2018,10-03-2018,O_CC7_CC7_020718,CC7,NA,sperm,9:10,NA,25,13,
08-03-2018,Green (Newest),07-10-2018,11-26-2018,G_PLF3x4_071018,NA,PLF3,eggs,9:10,10:45,18,9,
08-06-2018,Orange (Old),05-09-2018,09-26-2018,O_PLF5x3_050918,NA,PLF5,eggs,9:15,NA,28,13,
08-13-2018,Red (New),03-05-2018,08-22-2018,R_CC7_CC7_CC7_030518,CC7,NA,sperm,9:10,NA,14,12,
08-13-2018,Red (New),05-30-2018,10-17-2018,R_PLF3x4_053018,NA,PLF3,eggs,9:20,12:00,14,12,>84 CELL STAGE
08-13-2018,Red (New),07-25-2018,11-15-2018,R_PLF3x3_072518,NA,PLF3,eggs,9:20,12:00,14,12,>84 CELL STAGE
08-13-2018,Red (New),07-25-2018,11-15-2018,R_PLF3x3_072518,NA,PLF3,eggs,9:20,12:00,14,12,>84 CELL STAGE
08-14-2018,Red (New),07-25-2018,11-15-2018,R_PLF3x3_072518,NA,PLF3,eggs,9:41,,15,12,
08-14-2018,Red (New),03-05-2018,08-22-2018,R_CC7_CC7_CC7_030518,CC7,NA,sperm,9:12,NA,15,12,
08-14-2018,Red (New),06-27-2018,10-17-2018,R_PLF5_062718,NA,PLF5,eggs,10:00,,15,12,
08-28-2018,Green (Newest),07-10-2018,NA,G_PL3x4_07102018,NA,PLF3,eggs,9:00,,15,10,
08-30-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:15,NA,17,10,
08-30-2018,Green (Newest),07-10-2018,NA,PLF3x4_071018,NA,PLF3,eggs,9:15,,17,10,
08-31-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:00,NA,18,10,
09-03-2018,Green (Newest),04-19-2018,10-03-2018,G_H2_H2_041918,NA,H2,eggs,9:06,NA,21,10,
09-06-2018,Yellow (Ron),04-26-2018,11-19-2018,Y_PLF5_PLF5_PLF5_042618,NA,PLF5,eggs,10:20,11:30,17,6,
09-06-2018,Yellow (Ron),04-26-2018,10-03-2018,Y_PLF5_PLF5_042618,NA,PLF5,eggs,10:20,11:30,17,6,
09-06-2018,Yellow (Ron),03-20-2018,10-03-2018,Y_CC7x2_032018,CC7,NA,sperm,10:20,NA,17,6,
09-12-2018,Red (New),08-22-2018,12-12-2018,R_PLF3x4_082218,NA,PLF3,eggs,9:33,NA,16,12,
09-14-2018,Red (New),08-22-2018,12-12-2018,R_PLF3x4_082218,NA,PLF3,eggs,9:30,NA,18,12,
09-18-2018,Orange (Old),05-09-2018,NA,O_CC7x4_050918,CC7,NA,sperm,9:00,NA,15,13,
09-18-2018,Orange (Old),04-11-2018,11-20-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:00,NA,15,13,SPERM TOO DILUTE
09-18-2018,Red (New),06-27-2018,10-17-2018,R_PLF5_062718,NA,PLF5,eggs,9:55,NA,22,12,SPERM TOO DILUTE
09-19-2018,Red (New),07-25-2018,11-15-2018,R_PLF3x3_072518,NA,PLF3,eggs,9:33,NA,23,12,
09-26-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:00,NA,16,10,
09-26-2018,Green (Newest),07-10-2018,11-26-2018,G_PLF3x4_071018,NA,PLF3,eggs,9:00,9:52,16,10,
09-27-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,8:57,NA,17,10,
09-27-2018,Green (Newest),08-13-2018,01-18-2018,G_CC7x4_081318,CC7,NA,sperm,8:57,NA,17,10,
09-27-2018,Green (Newest),07-10-2018,11-26-2018,G_PLF3x4_071018,NA,PLF3,eggs,8:57,10,17,10,
09-28-2018,Green (Newest),07-10-2018,11-26-2018,G_PLF3x4_071018,NA,PLF3,eggs,8:50,11:32,18,10,TIME+DILUTE SPERM=LOW FERTILIZATION
09-28-2018,Green (Newest),08-13-2018,01-18-2018,G_CC7x4_081318,CC7,NA,sperm,9:30,NA,18,10,VERY DILUTE
10-01-2018,Yellow (Ron),04-26-2018,11-19-2018,Y_CC7_CC7_CC7_042618,CC7,NA,sperm,9:15,NA,14,6,
10-01-2018,Red (New),07-25-2018,11-15-2018,R_H2_H2_072518,NA,H2,eggs,9:15,10:36,7,10,
10-02-2018,Yellow (Ron),04-26-2018,11-19-2018,Y_CC7_CC7_CC7_042618,CC7,NA,sperm,9:00,NA,15,6,
10-09-2018,Red (New),05-30-2018,10-17-2018,R_PLF3x4_053018,NA,PLF3,eggs,9:30,NA,15,12,
10-10-2018,Red (New),08-22-2018,12-12-2018,R_PLF3x4_082218,NA,PLF3,eggs,10:00,NA,16,12,
10-10-2018,Red (New),08-22-2018,NA,R_PLF5x4_082218,NA,PLF5,eggs,10:40,NA,16,12,
10-24-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:30,NA,16,10,
10-24-2018,Green (Newest),08-13-2018,01-18-2018,G_CC7x4_081318,CC7,NA,sperm,9:30,NA,16,10,
10-25-2018,Green (Newest),07-10-2018,11-26-2018,G_PLF3x4_071018,NA,PLF3,eggs,9:00,,17,10,
10-25-2018,Green (Newest),04-19-2018,10-30-2018,G_CC7_CC7_CC7_041918,CC7,NA,sperm,9:00,NA,17,10,
10-25-2018,Green (Newest),07-18-2018,11-26-2018,G_CC7_CC7_071018,CC7,NA,sperm,9:00,NA,17,10,
10-25-2018,Green (Newest),09-05-2018,01-18-2018,G_CC7x3_090518,CC7,NA,sperm,9:00,NA,17,10,
10-26-2018,Green (Newest),07-10-2018,11-26-2018,G_CC7_CC7_071018,CC7,NA,sperm,9:00,NA,18,10,
10-26-2018,Green (Newest),09-05-2018,01-18-2018,G_CC7x3_090518,CC7,NA,sperm,9:00,NA,18,10,
10-29-2018,Red (New),08-22-2018,12-12-2018,R_H2_H2_H2_H2_082218,NA,H2,eggs,9:00,,7,12,
10-29-2018,Red (New),07-25-2018,11-15-2018,R_H2_H2_072518,NA,H2,eggs,9:00,,7,12,
10-29-2018,Yellow (Ron),04-26-2018,11-19-2018,Y_CC7_CC7_CC7_042618,CC7,NA,sperm,10:00,NA,14,5,
10-30-2018,Red (New),07-25-2018,11-15-2018,R_PLF3x3_072518,NA,PLF3,eggs,9:30,NA,8,12,
11-02-2018,Red (New),07-25-2018,01-23-2019,R_CC7x4_072518,CC7,NA,sperm,9:00,NA,9,12,
11-02-2018,Red (New),07-25-2018,01-23-2019,R_CC7x3_072518,CC7,NA,sperm,9:30,NA,9,12,
11-05-2018,Red (New),07-25-2018,01-23-2019,R_CC7x3_072518,CC7,NA,sperm,9:00,NA,14,12,
11-05-2018,Red (New),08-22-2018,12-12-2018,R_PLF3x4_082218,NA,PLF3,eggs,9:00,NA,14,12,
11-05-2018,Red (New),07-25-2018,11-15-2018,R_PLF3x3_072518,NA,PLF3,eggs,9:00,NA,14,12,
11-05-2018,Red (New),07-25-2018,11-15-2018,R_PLF3x3_072518,NA,PLF3,eggs,9:00,NA,14,12,
11-07-2018,Orange (Old),01-08-2018,12-17-2018,O_PLF3x3_080118,NA,PLF3,eggs,9:47,NA,9,12,
11-12-2018,Yellow (Ron),05-23-2018,11-19-2018,Y_H2_H2_052318,NA,H2,eggs,10:00,NA,28,5,***CHANGED LIGHT SCHEDULE SO SPAWN FROM 10-11***
11-12-2018,Yellow (Ron),10-02-2018,03-05-2019,Y_H2_H2_H2_100218,NA,H2,eggs,10:00,NA,28,5,
11-20-2018,Orange (Old),05-09-2018,NA,O_CC7x4_050918,CC7,NA,sperm,10:00,NA,22,12,
11-21-2018,Green (Newest),07-10-2018,11-26-2018,G_CC7_CC7_071018,CC7,NA,sperm,10:00,NA,16,11,
11-26-2018,Yellow (Ron),11-19-2018,05-17-2019,Y_PLF3_PLF3_PLF3_111918,NA,PLF3,eggs,10:00,NA,14,3,
12-03-2018,Red (New),10-17-2018,12-27-2018,R_H2_H2_H2_101718,NA,H2,eggs,9:00,NA,14,12,
12-04-2018,Red (New),07-25-2018,01-23-2019,R_CC7x4_072518,CC7,NA,sperm,9:00,NA,15,12,
12-04-2018,Red (New),10-17-2018,02-05-2019,R_CC7_CC7_CC7_101718,CC7,NA,sperm,9:00,NA,15,12,
12-04-2018,Red (New),08-22-2018,NA,R_CC7x3_082218,CC7,NA,sperm,9:00,NA,15,12,
12-04-2018,Red (New),10-17-2018,12-27-2018,R_H2_H2_H2_101718,NA,H2,eggs,9:00,NA,15,12,"FERTILIZED&LARVAE, JUST DON'T REMEMBER WHEN CLEAVAGE OCCURRED"
12-04-2018,Red (New),08-22-2018,12-12-2018,R_PLF3x4_082218,NA,PLF3,eggs,9:00,NA,15,12,"FERTILIZED&LARVAE, JUST DON'T REMEMBER WHEN CLEAVAGE OCCURRED"
12-04-2018,Orange (Old),08-01-2018,12-17-2018,O_PLF5x2_080118,NA,PLF5,eggs,9:00,NA,8,12,"FERTILIZED&LARVAE, JUST DON'T REMEMBER WHEN CLEAVAGE OCCURRED"
12-04-2018,Orange (Old),08-01-2018,01-14-2019,O_CC7x4_080118,CC7,NA,sperm,9:00,NA,8,12,
12-04-2018,Orange (Old),07-26-2018,12-17-2018,O_CC7x3_072618,CC7,NA,sperm,9:00,NA,8,12,
12-04-2018,Orange (Old),08-01-2018,12-17-2018,O_PLF5x4_080118,NA,PLF5,eggs,9:00,NA,8,12,"FERTILIZED&LARVAE, JUST DON'T REMEMBER WHEN CLEAVAGE OCCURRED"
12-04-2018,Orange (Old),04-11-2018,12-17-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:00,NA,8,12,
12-05-2018,Orange (Old),10-24-2018,01-14-2018,O_PLF5_PLF5_102418,NA,PLF5,eggs,9:00,NA,9,12,"FERTILIZED&LARVAE, JUST DON'T REMEMBER WHEN CLEAVAGE OCCURRED"
12-05-2018,Orange (Old),07-26-2018,12-17-2018,O_CC7x3_072618,CC7,NA,sperm,9:00,NA,9,12,
12-05-2018,Orange (Old),04-11-2018,12-17-2018,O_CC7_CC7_041118,CC7,NA,sperm,9:00,NA,9,12,
12-05-2018,Red (New),08-22-2018,NA,R_CC7x3_082218,CC7,NA,sperm,9:00,NA,16,12,
12-05-2018,Red (New),07-25-2018,01-23-2019,R_CC7x4_072518,CC7,NA,sperm,9:00,NA,16,12,
12-05-2018,Red (New),07-25-2018,01-23-2019,R_CC7x3_072518,CC7,NA,sperm,9:00,NA,16,12,
12-05-2018,Red (New),08-22-2018,12-12-2018,R_PLF3x4_082218,NA,PLF3,eggs,9:00,NA,16,12,"FERTILIZED&LARVAE, JUST DON'T REMEMBER WHEN CLEAVAGE OCCURRED"
12-06-2018,Red (New),07-18-2018,01-23-2019,R_CC7x4_072518,CC7,NA,sperm,9:00,NA,17,12,
12-06-2018,Red (New),10-17-2018,02-05-2019,R_CC7_CC7_CC7_101718,CC7,NA,sperm,9:00,NA,17,12,
12-06-2018,Red (New),07-25-2018,01-23-2019,R_CC7x3_072518,CC7,NA,sperm,9:00,NA,17,12,
12-06-2018,Red (New),08-22-2018,NA,R_CC7x3_082218,CC7,NA,sperm,9:00,NA,17,12,
12-12-2018,Red (New),07-25-2018,NA,R_PLF3x3_072518,NA,PLF3,eggs,10:00,,23,12,
12-12-2018,Red (New),07-25-2018,01-23-2019,R_CC7x3_072518,CC7,NA,sperm,10:00,NA,23,12,
12-12-2018,Red (New),10-17-2018,02-04-2019,R_PLF5x3_101718,NA,PLF5,eggs,10:00,,23,12,NO CLEAVAGE PRESENT AFTER 2 HOURS
12-12-2018,Red (New),07-25-2018,01-23-2019,R_CC7x4_072518,CC7,NA,sperm,10:00,NA,23,12,NO CLEAVAGE PRESENT AFTER 2 HOURS
12-17-2018,Green (Newest),09-05-2018,01-18-2018,G_PLF5x2_090518,NA,PLF5,eggs,10:00,NA,14,12,
12-17-2018,Green (Newest),10-30-2018,01-18-2019,G_H2x3_103018,NA,H2,eggs,10:00,NA,14,12,
12-17-2018,Green (Newest),10-30-2018,01-18-2018,G_H2_H2_103018,NA,H2,eggs,10:00,NA,14,12,
12-18-2018,Green (Newest),10-30-2018,01-18-2019,G_H2x3_103018,NA,H2,eggs,9:30,NA,15,12,
12-18-2018,Green (Newest),10-30-2018,01-18-2018,G_H2_H2_103018,NA,H2,eggs,9:30,NA,15,12,
12-20-2018,Green (Newest),09-05-2018,01-18-2018,G_CC7x3_090518,CC7,NA,sperm,9:00,NA,17,12,
12-20-2018,Green (Newest),10-30-2018,02-19-2019,G_CC7_CC7_CC7_CC7_103018,CC7,NA,sperm,9:00,NA,17,12,
12-21-2018,Green (Newest),10-30-2018,02-19-2019,G_CC7_CC7_CC7_CC7_103018,CC7,NA,sperm,10:00,NA,18,12,
12-21-2018,Green (Newest),09-05-2018,01-18-2018,G_CC7x3_090518,CC7,NA,sperm,10:00,NA,18,12,
01-10-2019,Red (New),11-15-2018,03-05-2019,R_CC7_CC7_CC7_CC7_111518,CC7,NA,sperm,9:24,NA,24,12,
01-10-2019,Red (New),10-17-2018,02-05-2019,R_CC7_CC7_CC7_101718,CC7,NA,sperm,9:24,NA,24,12,
01-10-2019,Red (New),10-17-2018,02-04-2019,R_PLF5x3_101718,NA,PLF5,eggs,9:54,NA,24,12,LATER FERTILIZED EGGS HAD MORE DISITIGRATION THAN EARLIER
01-11-2019,Red (New),11-15-2018,03-05-2019,R_CC7_CC7_CC7_CC7_111518,CC7,NA,sperm,9:30,NA,25,12,
01-11-2019,Red (New),10-17-2018,02-05-2019,R_CC7_CC7_CC7_101718,CC7,NA,sperm,9:30,NA,25,12,
01-11-2019,Red (New),10-17-2018,02-04-2019,R_PLF5x3_101718,NA,PLF5,eggs,9:54,NA,25,12,
01-14-2019,Red (New),01-07-2019,02-07-2019,R_PLF5x3_010719,NA,PLF5,eggs,10:37,NA,28,12,
01-14-2019,Orange (Old),10-24-2018,01-14-2018,O_PLF5_PLF5_102418,NA,PLF5,eggs,10:35,NA,21,9,
01-14-2019,Orange (Old),09-26-2018,NA,O_PLF5x4_092618,NA,PLF5,eggs,10:35,NA,21,9,
01-14-2019,Orange (Old),09-26-2018,NA,O_PLF5x3_092618,NA,PLF5,eggs,10:35,NA,21,9,
01-15-2019,Orange (Old),09-26-2018,NA,O_PLF5x3_092618,NA,PLF5,eggs,10:00,NA,22,9,
01-15-2019,Orange (Old),10-24-2018,02-08-2019,O_PLF3_PLF3_PLF3_102418,NA,PLF3,eggs,10:00,NA,22,9,
01-16-2019,Green (Newest),10-02-2018,02-06-2019,G_PLF3_PLF3_PLF3_100218,NA,PLF3,eggs,9:25,11:30,16,12,
01-16-2019,Green (Newest),09-05-2018,01-18-2019,G_CC7x3_090518,CC7,NA,sperm,9:25,NA,16,12,
01-16-2019,Green (Newest),11-28-2018,NA,G_CC7_CC7_112818,CC7,NA,sperm,9:25,NA,16,12,
01-16-2019,Green (Newest),09-05-2018,01-18-2019,G_PLF5x2_090518,NA,PLF5,eggs,9:30,11:30,16,12,
01-17-2019,Green (Newest),11-28-2018,NA,G_CC7_CC7_112818,CC7,NA,sperm,9:07,NA,17,12,
01-17-2019,Green (Newest),10-30-2018,02-19-2019,G_CC7_CC7_CC7_CC7_103018,CC7,NA,sperm,9:07,NA,17,12,
01-17-2019,Green (Newest),09-05-2018,01-18-2019,G_CC7x3_090518,CC7,NA,sperm,9:07,NA,17,12,
01-17-2019,Green (Newest),10-02-2018,01-18-2019,G_PLF3x3_100218,NA,PLF3,eggs,9:07,10:22,17,12,
01-17-2019,Green (Newest),11-28-2018,02-19-2019,G_PLF3_PLF3_112818,NA,PLF3,eggs,10:45,,17,12,
01-17-2019,Green (Newest),09-05-2018,01-18-2019,G_PLF5x2_090518,NA,PLF5,eggs,10:45,,17,12,
01-18-2019,Green (Newest),11-28-2018,NA,G_CC7_C77_112818,CC7,NA,sperm,9:34,NA,18,12,
01-28-2019,Red (New),11-15-2018,03-05-2019,R_PLF3_PLF3_PLF3_111518,NA,PLF3,eggs,10:00,NA,14,10,
01-28-2019,Orange (Old),12-20-2018,03-12-2019,O_PLF3_PLF3_PLF3_122018,NA,PLF3,eggs,9:30,NA,6,9,
01-29-2019,Red (New),12-12-2018,04-04-2019,R_CC7_CC7_CC7_121218,CC7,NA,sperm,9:00,NA,15,9,
01-29-2019,Orange (Old),12-20-2018,03-12-2019,O_CC7_CC7_CC7_122018,CC7,NA,sperm,9:00,NA,7,9,
01-29-2019,Orange (Old),12-20-2018,NA,O_PLF5_PLF5_122018,NA,PLF5,eggs,10:30,12:00,7,9,
01-30-2019,Red (New),12-12-2018,02-05-2019,R_PLF5_PLF5_PLF5_121218,NA,PLF5,eggs,10:00,,16,9,
01-30-2019,Red (New),10-17-2018,02-05-2019,R_CC7_CC7_CC7_101718,CC7,NA,sperm,9:00,NA,16,9,
